ISIN,Symbol,Name,Series,Instrument_ID,Symbol_NSE,Name_NSE,Symbol_BSE,Name_BSE,Series_BSE,BSE_Code
INE888C20016,SADHNAN-RE,SADHANA NITROCHEM LIMITED,BE,25346.0,SADHNAN-RE,SADHANA NITROCHEM LIMITED,,,,
INE889B01016,KUNDANMM,KUNDAN MIN AND METALS LTD,BE,8775.0,KUNDANMM,KUNDAN MIN AND METALS LTD,,,,
INE889E01010,PIONDIST,PIONEER DIST LTD,BE,18996.0,PIONDIST,PIONEER DIST LTD,,,,
INE889F01017,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIAL,,,,,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIAL,X,523489.0
INE890A01024,JMCPROJECT,JMC PROJECTS (I) LTD.,BE,7278.0,JMCPROJECT,JMC PROJECTS (I) LTD.,,,,
INE890B01014,UPSURGE,UPSURGE INVESTMENT & FINANCE L,,,,,UPSURGE,UPSURGE INVESTMENT & FINANCE L,XT,531390.0
INE890C01046,SANWARIA,SANWARIA CONSUMER LIMITED,BE,13325.0,SANWARIA,SANWARIA CONSUMER LIMITED,SANWARIA,SANWARIA CONSUMER LIMITED,Z,519260.0
INE890G01021,UVDRHOR,UNITED VAN DER HORST LTD.,,,,,UVDRHOR,UNITED VAN DER HORST LTD.,XT,522091.0
INE890N01027,JULIEN,JULIEN AGRO INFRATECH LIMITED,,,,,JULIEN,JULIEN AGRO INFRATECH LIMITED,X,536073.0
INE890S01026,GAMCO,GAMCO LIMITED,,,,,GAMCO,GAMCO LIMITED,X,540097.0
INE891A01014,DSKULKARNI,DS KULKARNI DEVELOPERS LT,BE,8772.0,DSKULKARNI,DS KULKARNI DEVELOPERS LT,,,,
INE891B01012,DCMFINSERV,DCM FINANCIAL SERVICES LT,BE,8704.0,DCMFINSERV,DCM FINANCIAL SERVICES LT,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,B,511611.0
INE891D01026,REDINGTON,REDINGTON LIMITED,BE,14259.0,REDINGTON,REDINGTON LIMITED,REDINGTON,Redington Limited,A,532805.0
INE891G01011,LIMECHM,LIME CHEMICALS LTD.,,,,,LIMECHM,LIME CHEMICALS LTD.,X,507759.0
INE891N01017,KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED,,,,,KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED,X,538833.0
INE892C01018,SCC,Scintilla Commercial & Credit,,,,,SCC,Scintilla Commercial & Credit,X,538857.0
INE892L01019,SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,,,,,SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,M,534708.0
INE893A01036,BABA,BABA ARTS LTD.,,,,,BABA,BABA ARTS LTD.,X,532380.0
INE893C01032,BGDL,BHARAT GLOBAL DEVELOPERS LIMIT,,,,,BGDL,BHARAT GLOBAL DEVELOPERS LIMIT,T,521238.0
INE893I01013,VASCONEQ,VASCON ENGINEERS LTD,BE,18114.0,VASCONEQ,VASCON ENGINEERS LTD,VASCONEQ,VASCON ENGINEERS LTD,B,533156.0
INE893J01029,MOLDTKPAC,MOLD-TEK PACKAGING LTD,BE,6728.0,MOLDTKPAC,MOLD-TEK PACKAGING LTD,MOLDTKPAC,MOLD-TEK PACKAGING LIMITED,B,533080.0
INE893J20011,MOLDTEK-RE,MOLD-TEK PACKAGING RE,BE,794.0,MOLDTEK-RE,MOLD-TEK PACKAGING RE,,,,
INE894A01026,ASHCAP,ASHIRWAD CAPITAL LTD.,,,,,ASHCAP,ASHIRWAD CAPITAL LTD.,X,512247.0
INE894E01028,SALEM,Salem Erode Investments Ltd.,,,,,SALEM,Salem Erode Investments Ltd.,X,540181.0
INE894V01022,BELRISE,BELRISE INDUSTRIES LTD,BE,757104.0,BELRISE,BELRISE INDUSTRIES LTD,BELRISE,BELRISE INDUSTRIES LIMITED,B,544405.0
INE895A01023,SVARTCORP,SWASTI VINAYAKA ART AND HERITA,,,,,SVARTCORP,SWASTI VINAYAKA ART AND HERITA,X,512257.0
INE895B01021,RUPA,RUPA & COMPANY LTD,BE,25728.0,RUPA,RUPA & COMPANY LTD,RUPA,RUPA & COMPANY LTD.,B,533552.0
INE895C01011,TATAYODOGA,TATAYODOGAWA LTD.,BE,9799.0,TATAYODOGA,TATAYODOGAWA LTD.,,,,
INE895E01017,SCAGRO,SC Agrotech Limited,,,,,SCAGRO,SC Agrotech Limited,X,526081.0
INE895W01019,PANACHE,PANACHE DIGILIFE LIMITED,BE,16355.0,PANACHE,PANACHE DIGILIFE LIMITED,,,,
INE896D01017,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES,,,,,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES,X,531287.0
INE896L01010,INDOSTAR,INDOSTAR CAPITAL FIN LTD,BE,3098.0,INDOSTAR,INDOSTAR CAPITAL FIN LTD,INDOSTAR,IndoStar Capital Finance Limit,B,541336.0
INE896L07991,1030ICFL27,ICFL-10.30%-25-9-27-NCD,,,,,1030ICFL27,ICFL-10.30%-25-9-27-NCD,F,939807.0
INE897A01011,SUPERBAK,SUPER BAKERS (INDIA) LTD.,,,,,SUPERBAK,SUPER BAKERS (INDIA) LTD.,X,530735.0
INE897B01019,KRISHNACAP,Krishna Capital And Securities,,,,,KRISHNACAP,Krishna Capital And Securities,X,539384.0
INE897N01014,AVI,Avi Polymers Ltd.,,,,,AVI,Avi Polymers Ltd.,X,539288.0
INE898E01011,MAGNUS,MAGNUS STEEL AND INFRA LIMITED,,,,,MAGNUS,MAGNUS STEEL AND INFRA LIMITED,X,517320.0
INE898F01018,SIMPLEX,SIMPLEX PROJECTS LTD.,BE,14837.0,SIMPLEX,SIMPLEX PROJECTS LTD.,,,,
INE898Q01015,MIIL,Meghna Infracon Infrastructure,,,,,MIIL,Meghna Infracon Infrastructure,B,538668.0
INE898S01029,AURUM,AURUM PROPTECH LIMITED,BE,10314.0,AURUM,AURUM PROPTECH LIMITED,AURUM,Aurum PropTech Limited,B,539289.0
INE898S20011,AURUM-RE,AURUM PROPTECH LIMITED,BE,9077.0,AURUM-RE,AURUM PROPTECH LIMITED,,,,
INE899B01015,BRAWN,BRAWN BIOTECH LTD.,,,,,BRAWN,BRAWN BIOTECH LTD.,X,530207.0
INE899D01011,DHARFIN,DHARANI FINANCE LTD.,,,,,DHARFIN,DHARANI FINANCE LTD.,X,511451.0
INE899E01019,SURBHIN,SURBHI INDUSTRIES LTD.,,,,,SURBHIN,SURBHI INDUSTRIES LTD.,X,514260.0
INE899L01022,UJAAS,UJAAS ENERGY LIMITED,BE,25540.0,UJAAS,UJAAS ENERGY LIMITED,,,,
INE899L01030,UEL,UJAAS ENERGY LIMITED,BE,23509.0,UEL,UJAAS ENERGY LIMITED,,,,
INE899M01020,COVIDH,COVIDH,,,,,COVIDH,COVIDH,XT,534920.0
INE900A01013,BHARAT,Bharat Bhushan Finance & Commo,,,,,BHARAT,Bharat Bhushan Finance & Commo,X,511501.0
INE900B01029,KABRAEXTRU,KABRAEXTRUSION,BE,8784.0,KABRAEXTRU,KABRAEXTRUSION,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,B,524109.0
INE900C01027,ASAL,AUTOMOTIVE STAMPINGS & AS,BE,11643.0,ASAL,AUTOMOTIVE STAMPINGS & AS,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBL,B,520119.0
INE900E01015,ADVLIFE,ADVANCE LIFESTYLES LTD.,,,,,ADVLIFE,ADVANCE LIFESTYLES LTD.,X,521048.0
INE900L01010,MBAPL,MADHYA BHARAT AGRO P. LTD,BE,12705.0,MBAPL,MADHYA BHARAT AGRO P. LTD,,,,
INE900O01014,ENCODE,ENCODE PACKAGING INDIA LIMITED,,,,,ENCODE,ENCODE PACKAGING INDIA LIMITED,X,530733.0
INE901A01011,INSILCO,INSILCO LIMITED DEPO,BE,7084.0,INSILCO,INSILCO LIMITED DEPO,,,,
INE901C01017,TPROJECT,THIRANI PROJECTS LTD,,,,,TPROJECT,THIRANI PROJECTS LTD,XT,538464.0
INE901L01018,APLLTD,ALEMBIC PHARMA LTD,BE,25332.0,APLLTD,ALEMBIC PHARMA LTD,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,A,533573.0
INE901X01013,FELIX,FELIX INDUSTRIES LTD.,SM,573.0,FELIX,FELIX INDUSTRIES LTD.,,,,
INE902A01019,SPICFINE,HENKEL SPIC (I) LTD DEPO,BE,7203.0,SPICFINE,HENKEL SPIC (I) LTD DEPO,,,,
INE902B01017,S&SPOWER,S&S POWER SWITCHGEARS,BE,8733.0,S&SPOWER,S&S POWER SWITCHGEARS,S&SPOWER,S&S POWER SWITCHGEAR LTD.,B,517273.0
INE902C01015,MORGAN,MORGAN VENTURES LTD.,,,,,MORGAN,MORGAN VENTURES LTD.,X,526237.0
INE902D01013,KIFS,KIFS FINANCIAL SERVICES LTD.,,,,,KIFS,KIFS FINANCIAL SERVICES LTD.,X,535566.0
INE903A01017,JKSYNTHETC,JK SYNTHETICS LTD - DEPO,BE,7143.0,JKSYNTHETC,JK SYNTHETICS LTD - DEPO,,,,
INE903A01025,JAYKAY,Jaykay Enterprises Limited,,,,,JAYKAY,Jaykay Enterprises Limited,B,500306.0
INE903D01011,MONARCH,MONARCH NETWORTH CAP LTD,BE,7688.0,MONARCH,MONARCH NETWORTH CAP LTD,MONARCH,Monarch Networth Capital Limit,B,511551.0
INE903U01023,SIGNATURE,SIGNATUREGLOBAL INDIA LTD,BE,18748.0,SIGNATURE,SIGNATUREGLOBAL INDIA LTD,SIGNATURE,SIGNATUREGLOBAL (INDIA) LIMITE,A,543990.0
INE904A01015,MEDICOTECH,MEDICORP TECH (I) LTD,BE,7148.0,MEDICOTECH,MEDICORP TECH (I) LTD,,,,
INE904D01019,PDPL,PARENTERAL DRUGS LTD,BE,19541.0,PDPL,PARENTERAL DRUGS LTD,,,,
INE904J01016,JINDCOT,JINDAL COTEX LTD,BE,17422.0,JINDCOT,JINDAL COTEX LTD,,,,
INE904R01027,URSUGAR,UR SUGAR INDUSTRIES LIMITED,,,,,URSUGAR,UR SUGAR INDUSTRIES LIMITED,B,539097.0
INE905B01010,WOMENNET,WOMEN NETWORKS LTD.,,,,,WOMENNET,WOMEN NETWORKS LTD.,XT,531396.0
INE905P01028,BCP,B.C. POWER CONTROLS LTD,BE,11750.0,BCP,B.C. POWER CONTROLS LTD,BCP,B.C. POWER CONTROLS LTD,X,537766.0
INE905R01016,PURPLE,Purple Entertainment Limited,,,,,PURPLE,Purple Entertainment Limited,X,540159.0
INE906A01010,AVERY,AVERY INDIA LTD-DEPO,BE,7185.0,AVERY,AVERY INDIA LTD-DEPO,,,,
INE906B07CB9,830NHAI27,830NHAI27,,,,,830NHAI27,830NHAI27,F,961728.0
INE906B07DF8,875NHAI29,NHAI-8.75%-5-2-29-NCD,,,,,875NHAI29,NHAI-8.75%-5-2-29-NCD,F,961826.0
INE906B07EJ8,76NHAI31,NHAI-7.6%-11-1-31-TAXFREENCD,,,,,76NHAI31,NHAI-7.6%-11-1-31-TAXFREENCD,F,935584.0
INE906B07EP5,769NHAI31,NHAI-7.69%-9-3-31-TAXFREENCD,,,,,769NHAI31,NHAI-7.69%-9-3-31-TAXFREENCD,F,935666.0
INE906C01016,TARAI,TARAI FOODS LTD.,,,,,TARAI,TARAI FOODS LTD.,Z,519285.0
INE906D01014,CITADEL,CITADEL REALTY AND DEVELOPERS,,,,,CITADEL,CITADEL REALTY AND DEVELOPERS,XT,502445.0
INE906K01027,OSWALOR,OSWAL OVERSEAS LTD.,,,,,OSWALOR,OSWAL OVERSEAS LTD.,XT,531065.0
INE906L01025,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,,,,,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,X,530581.0
INE906O01029,TIGERLOGS,TIGER LOGISTICS (INDIA) L,BE,759179.0,TIGERLOGS,TIGER LOGISTICS (INDIA) L,TIGERLOGS,TIGER LOGISTICS (INDIA) LTD,B,536264.0
INE906Y01028,GALACTICO,Galactico Corporate Services L,,,,,GALACTICO,Galactico Corporate Services L,B,542802.0
INE907A01018,KALYANISTL,KALYANI STEELS LTD,BE,7268.0,KALYANISTL,KALYANI STEELS LTD,,,,
INE907A01026,KSL,KALYANI STEELS LIMITED,BE,18892.0,KSL,KALYANI STEELS LIMITED,KSL,KALYANI STEELS LTD.,B,500235.0
INE908A01016,CIBASPEC,CIBA SPEC. (I) LTD - DEPO,BE,7157.0,CIBASPEC,CIBA SPEC. (I) LTD - DEPO,,,,
INE908C01012,CINDHO,CINDRELLA HOTELS LTD.,,,,,CINDHO,CINDRELLA HOTELS LTD.,X,526373.0
INE908D01010,SHAKTIPUMP,SHAKTI PUMPS (I) LTD,BE,25578.0,SHAKTIPUMP,SHAKTI PUMPS (I) LTD,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.,A,531431.0
INE908V01012,LIBAS,LIBAS CONSU PRODUCTS LTD,BE,11083.0,LIBAS,LIBAS CONSU PRODUCTS LTD,,,,
INE908V20012,LIBAS-RE,LIBAS CON PRODUCT LTD,BE,11174.0,LIBAS-RE,LIBAS CON PRODUCT LTD,,,,
INE909A01014,EUPHARMLAB,EUPHARMA LAB LTD,BE,7247.0,EUPHARMLAB,EUPHARMA LAB LTD,,,,
INE909B01020,PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,,,,,PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,X,503092.0
INE909D01026,SHARPINV,SHARP INVESTMENTS LTD,,,,,SHARPINV,SHARP INVESTMENTS LTD,X,538212.0
INE910A01012,NIRLON,NIRLON LIMITED,BE,7959.0,NIRLON,NIRLON LIMITED,NIRLON,NIRLON LTD.,B,500307.0
INE910B01028,OTCO,OTCO INTERNATIONAL LTD.,,,,,OTCO,OTCO INTERNATIONAL LTD.,X,523151.0
INE910C01018,TTKHLTCARE,TTK HEALTHCARE LIMITED,BE,11382.0,TTKHLTCARE,TTK HEALTHCARE LIMITED,,,,
INE910D01024,BOMTALKIES,BOMBAY TALKIES LIMITED,,,,,BOMTALKIES,BOMBAY TALKIES LIMITED,X,511246.0
INE910R01024,GTV,GTV Engineering Limited,,,,,GTV,GTV Engineering Limited,X,539479.0
INE911B01018,TCIFINANCE,TCIFINANCELTD-ROLL SETT,BE,8722.0,TCIFINANCE,TCIFINANCELTD-ROLL SETT,TCIFINANCE,TCI FINANCE LTD.,B,501242.0
INE911T01010,KRANTI,Kranti Industries Limited,,,,,KRANTI,Kranti Industries Limited,B,542459.0
INE911Z01017,A1L,A-1 LIMITED,,,,,A1L,A-1 LIMITED,B,542012.0
INE912B01032,GOYALASS,GOYAL ASSOCIATES LTD.,,,,,GOYALASS,GOYAL ASSOCIATES LTD.,X,530663.0
INE912H01013,MBLINFRA,MBL INFRASTRUCTURE LTD,BE,18033.0,MBLINFRA,MBL INFRASTRUCTURE LTD,MBLINFRA,MBL Infrastructure Ltd,B,533152.0
INE912L01015,ONELIFECAP,ONELIFE CAP ADVISORS LTD,BE,25496.0,ONELIFECAP,ONELIFE CAP ADVISORS LTD,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,B,533632.0
INE912T01018,RPEL,RAGHAV PRODUCTIVITY ENH L,BE,24738.0,RPEL,RAGHAV PRODUCTIVITY ENH L,RPEL,RAGHAV PRODUCTIVITY ENHANCERS,B,539837.0
INE913H01037,ENDURANCE,ENDURANCE TECHNO. LTD.,BE,18826.0,ENDURANCE,ENDURANCE TECHNO. LTD.,ENDURANCE,Endurance Technologies Limited,A,540153.0
INE914B01012,SHREMETAL,SHREE METALLOYS LTD.,,,,,SHREMETAL,SHREE METALLOYS LTD.,X,531962.0
INE914E01040,ALANKIT,ALANKIT LIMITED,BE,9925.0,ALANKIT,ALANKIT LIMITED,ALANKIT,ALANKIT,B,531082.0
INE914G01029,POLYSPIN,Polyspin Exports Ltd.,,,,,POLYSPIN,Polyspin Exports Ltd.,X,539354.0
INE914M01019,ASTERDM,ASTER DM HEALTHCARE LTD.,BE,1514.0,ASTERDM,ASTER DM HEALTHCARE LTD.,ASTERDM,Aster DM Healthcare Limited,A,540975.0
INE915B01019,INDSWFTLAB,IND SWIFT LABORATORIES LT,BE,8706.0,INDSWFTLAB,IND SWIFT LABORATORIES LT,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,T,532305.0
INE915E01013,GRATEXI,GRATEX INDUSTRIES LTD.,,,,,GRATEXI,GRATEX INDUSTRIES LTD.,XT,526751.0
INE915K01010,AHLWEST,ASIAN HOTELS (WEST) LTD,BE,19370.0,AHLWEST,ASIAN HOTELS (WEST) LTD,,,,
INE916G01016,GEECEE,GEECEE VENTURES LIMITED,BE,13662.0,GEECEE,GEECEE VENTURES LIMITED,GEECEE,GEECEE VENTURES LIMITED,B,532764.0
INE916P01025,TRIVENIENT,TRIVENI ENTERPRISES LTD,,,,,TRIVENIENT,TRIVENI ENTERPRISES LTD,X,538569.0
INE916U01025,SFL,SHEELA FOAM LIMITED,BE,19188.0,SFL,SHEELA FOAM LIMITED,SFL,Sheela Foam Limited,A,540203.0
INE916Y01027,AFIL,AKME FINTRADE (INDIA) LTD,BE,24160.0,AFIL,AKME FINTRADE (INDIA) LTD,AFIL,Akme Fintrade (India) Limited,B,544200.0
INE917H01012,SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,BE,14585.0,SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH H,B,532842.0
INE917I01010,BAJAJ-AUTO,BAJAJ AUTO LIMITED,BE,16673.0,BAJAJ-AUTO,BAJAJ AUTO LIMITED,BAJAJ-AUTO,BAJAJ AUTO LTD.,A,532977.0
INE917M01012,DBL,DILIP BUILDCON LIMITED,BE,18090.0,DBL,DILIP BUILDCON LIMITED,DBL,Dilip Buildcon Limited,A,540047.0
INE918B01013,JUPITER,JUPITER BIOSCIENCE LTD,BE,17955.0,JUPITER,JUPITER BIOSCIENCE LTD,,,,
INE918C01029,GILADAFINS,Gilada Finance & Investments L,,,,,GILADAFINS,Gilada Finance & Investments L,X,538788.0
INE918I01026,BAJAJFINSV,BAJAJ FINSERV LTD.,BE,16679.0,BAJAJFINSV,BAJAJ FINSERV LTD.,BAJAJFINSV,BAJAJ FINSERV LTD.,A,532978.0
INE918N01018,VETO,VETO SWITCHGEAR CABLE LTD,BE,8660.0,VETO,VETO SWITCHGEAR CABLE LTD,VETO,VETO SWITCHGEARS AND CABLES LI,B,539331.0
INE918Z01012,KAYNES,KAYNES TECHNOLOGY IND LTD,BE,12095.0,KAYNES,KAYNES TECHNOLOGY IND LTD,KAYNES,KAYNES TECHNOLOGY INDIA LIMITE,A,543664.0
INE919B01011,LAFFANSQ,LAFFANS PETROCHEMICALS LTD.,,,,,LAFFANSQ,LAFFANS PETROCHEMICALS LTD.,X,524522.0
INE919C01019,JETKINGQ,JETKING INFOTRAIN LTD.,,,,,JETKINGQ,JETKING INFOTRAIN LTD.,XT,517063.0
INE919H01018,IMFA,INDIAN METALS & FERRO,BE,19239.0,IMFA,INDIAN METALS & FERRO,IMFA,INDIAN METALS & FERRO ALLOYS L,B,533047.0
INE919I01024,RADIOCITY,MUSIC BROADCAST LIMITED,BE,19881.0,RADIOCITY,MUSIC BROADCAST LIMITED,RADIOCITY,Music Broadcast Limited,B,540366.0
INE919M01026,DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD,,,,,DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD,XT,511634.0
INE919T01013,JLL,JINDAL LEASEFIN LIMITED,,,,,JLL,JINDAL LEASEFIN LIMITED,X,539947.0
INE920A01011,DOLPHINOFF,DOLPHIN OFF. ENT IND LTD.,BE,13682.0,DOLPHINOFF,DOLPHIN OFF. ENT IND LTD.,,,,
INE920A01037,DOLPHIN,DOLPHIN OFF ENT (IND) L,BE,18136.0,DOLPHIN,DOLPHIN OFF ENT (IND) L,DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (,B,522261.0
INE920C01017,NTCIND,NTC INDUSTRIES LTD.,,,,,NTCIND,NTC INDUSTRIES LTD.,X,526723.0
INE920P01019,LAXMIPATI,LAXMIPATI ENGINEERING WORKS LI,,,,,LAXMIPATI,LAXMIPATI ENGINEERING WORKS LI,MT,537669.0
INE921B01025,DBSTOCKBRO,DB (INT) STOCK BROKERS,BE,31111.0,DBSTOCKBRO,DB (INT) STOCK BROKERS,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKE,B,530393.0
INE921D01013,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,,,,,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,X,519295.0
INE922A01025,BEPL,BHANSALI ENG. POLYMERS LT,BE,7261.0,BEPL,BHANSALI ENG. POLYMERS LT,BEPL,BHANSALI ENGINEERING POLYMERS,B,500052.0
INE922B01023,PANACEABIO,PANACEA BIOTEC LTD.,BE,8728.0,PANACEABIO,PANACEA BIOTEC LTD.,PANACEABIO,PANACEA BIOTEC LTD.,B,531349.0
INE922K01024,INDIASHLTR,INDIA SHELTER FIN CORP L,BE,20558.0,INDIASHLTR,INDIA SHELTER FIN CORP L,INDIASHLTR,India Shelter Finance Corporat,A,544044.0
INE923A01015,SILINV,SIL INVESTMENTS LIMITED,BE,9328.0,SILINV,SIL INVESTMENTS LIMITED,SILINV,SIL INVESTMENTS LTD.,B,521194.0
INE923C01011,COLINZ,COLINZ LABORATORIES LTD.,,,,,COLINZ,COLINZ LABORATORIES LTD.,X,531210.0
INE923K01014,VSFPROJ,VSF PROJECTS LTD.,,,,,VSFPROJ,VSF PROJECTS LTD.,X,519331.0
INE923Y01023,KENVI,Kenvi Jewels Limited,,,,,KENVI,Kenvi Jewels Limited,B,540953.0
INE924A01013,SALORAINTL,SALORA INTERNATIONAL LTD.,,,,,SALORAINTL,SALORA INTERNATIONAL LTD.,X,500370.0
INE924B01011,AMCOIND,AMCO INDIA LTD.,,,,,AMCOIND,AMCO INDIA LTD.,XT,530133.0
INE924D01017,THEINVEST,THE INVEST TRUST OF IND L,BE,21431.0,THEINVEST,THE INVEST TRUST OF IND L,THEINVEST,THE INVESTMENT TRUST OF INDIA,B,530023.0
INE924H01018,TARMAT,TARMAT LIMITED,BE,14775.0,TARMAT,TARMAT LIMITED,TARMAT,TARMAT LTD.,B,532869.0
INE924N01024,BLUEGOD,BLUEGOD ENTERTAINMENT LIMITED,,,,,BLUEGOD,BLUEGOD ENTERTAINMENT LIMITED,XT,539175.0
INE925C01016,MADHAV,MADHAV MARBLE & GRANITE,BE,15155.0,MADHAV,MADHAV MARBLE & GRANITE,,,,
INE925D01014,GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,,,,,GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,XT,509563.0
INE925Q01024,ECS,ECS Biztech Limited,,,,,ECS,ECS Biztech Limited,X,540063.0
INE925R01014,CMSINFO,CMS INFO SYSTEMS LIMITED,BE,7607.0,CMSINFO,CMS INFO SYSTEMS LIMITED,CMSINFO,CMS Info Systems Limited,A,543441.0
INE925S01012,PERFECT,PERFECT INFRAENGINEER LTD,SM,11250.0,PERFECT,PERFECT INFRAENGINEER LTD,,,,
INE925S20012,PERF-RE,PERFECT INFRAENGINEER LTD,SM,18001.0,PERF-RE,PERFECT INFRAENGINEER LTD,,,,
INE925Y01010,GODHA,GODHA CABCON INSULAT LTD,SM,2959.0,GODHA,GODHA CABCON INSULAT LTD,,,,
INE925Y01036,GODHA,GODHA CABCON INSULAT LTD,BE,1610.0,GODHA,GODHA CABCON INSULAT LTD,,,,
INE925Y20010,GODHA-RE,GODHA CABCON INSULAT LTD,BE,15926.0,GODHA-RE,GODHA CABCON INSULAT LTD,,,,
INE926B01016,GRANDOAK,GRAND OAK CANYONS DISTILLERY L,,,,,GRANDOAK,GRAND OAK CANYONS DISTILLERY L,T,523862.0
INE926C01022,NIKHILAD,NIKHIL ADHESIVES LTD.,,,,,NIKHILAD,NIKHIL ADHESIVES LTD.,X,526159.0
INE926K01017,AHLEAST,ASIAN HOTELS (EAST) LTD,BE,19442.0,AHLEAST,ASIAN HOTELS (EAST) LTD,,,,
INE926R01012,UCIL,UNIFINZ CAPITAL INDIA LIMITED,,,,,UCIL,UNIFINZ CAPITAL INDIA LIMITED,X,541358.0
INE926X01010,HGINFRA,H.G.INFRA ENGINEERING LTD,BE,1680.0,HGINFRA,H.G.INFRA ENGINEERING LTD,HGINFRA,H.G. Infra Engineering Limited,A,541019.0
INE927A01016,ROLATAN,ROLLATAINERS LTD - DEPO,BE,7210.0,ROLATAN,ROLLATAINERS LTD - DEPO,,,,
INE927A01040,ROLLT,ROLLATAINERS LIMITED,BE,19108.0,ROLLT,ROLLATAINERS LIMITED,ROLLT,ROLLATAINERS LTD.,B,502448.0
INE927C01020,DIGISPICE,DIGISPICE TECHNOLOGIES LT,BE,16687.0,DIGISPICE,DIGISPICE TECHNOLOGIES LT,DIGISPICE,DIGISPICE TECHNOLOGIES LIMITED,T,517214.0
INE927D01051,JBMA,JBM AUTO LIMITED,BE,11656.0,JBMA,JBM AUTO LIMITED,JBMA,JBM AUTO LTD.,A,532605.0
INE927K01023,BAROEXT,BARODA EXTRUSION LTD.,,,,,BAROEXT,BARODA EXTRUSION LTD.,X,513502.0
INE927M01029,GRANDMA,GRANDMA TRADING & AGENCIES LTD,,,,,GRANDMA,GRANDMA TRADING & AGENCIES LTD,X,504369.0
INE927X01018,ELCIDIN,ELCID INVESTMENTS LTD.,,,,,ELCIDIN,ELCID INVESTMENTS LTD.,B,503681.0
INE928B01012,EMPEESUG,EMPEE SUGAR AND CHEM LTD,BE,19398.0,EMPEESUG,EMPEE SUGAR AND CHEM LTD,,,,
INE928C01010,DAICHI,DAI-ICHI KARKARIA LTD.,,,,,DAICHI,DAI-ICHI KARKARIA LTD.,X,526821.0
INE928H01019,HARYNACAP,HARYANA CAPFIN LTD.,,,,,HARYNACAP,HARYANA CAPFIN LTD.,X,532855.0
INE929D01016,RCCL,Rajasthan Cylinders & Containe,,,,,RCCL,Rajasthan Cylinders & Containe,X,538707.0
INE929K01011,UNITINT,UNITECH INTERNATIONAL LTD.,,,,,UNITINT,UNITECH INTERNATIONAL LTD.,XT,531867.0
INE930H01031,KPRMILL,KPR MILL LTD.,BE,14916.0,KPRMILL,KPR MILL LTD.,KPRMILL,K.P.R.MILL LIMITED,A,532889.0
INE930P01018,ANURAS,ANUPAM RASAYAN INDIA LTD,BE,2832.0,ANURAS,ANUPAM RASAYAN INDIA LTD,ANURAS,Anupam Rasayan India Limited,A,543275.0
INE931B01016,HOWARHO,HOWARD HOTELS LTD.,,,,,HOWARHO,HOWARD HOTELS LTD.,X,526761.0
INE931D01020,SAMTEX,SAMTEX FASHIONS LTD.,,,,,SAMTEX,SAMTEX FASHIONS LTD.,X,521206.0
INE931S01010,ADANIENSOL,ADANI ENERGY SOLUTION LTD,BE,10221.0,ADANIENSOL,ADANI ENERGY SOLUTION LTD,ADANIENSOL,Adani Energy Solutions Limited,A,539254.0
INE932A01016,PENARSTEEL,PENNAR INDSLTD-DEPO,BE,7514.0,PENARSTEEL,PENNAR INDSLTD-DEPO,,,,
INE932A01024,PENIND,PENNAR INDUSTRIES LTD,BE,20625.0,PENIND,PENNAR INDUSTRIES LTD,PENIND,PENNAR INDUSTRIES LTD.,B,513228.0
INE932C01012,TOKYOPLAST,TOKYO PLAST  INTL LTD.,BE,9710.0,TOKYOPLAST,TOKYO PLAST  INTL LTD.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,B,500418.0
INE932D01010,DUROPLY,DUROPLY INDUSTRIES LIMITED,,,,,DUROPLY,DUROPLY INDUSTRIES LIMITED,X,516003.0
